id,category,intent,question
88,wishlist_cart,wishlist_cart,How do I add to wishlist?
89,wishlist_cart,wishlist_cart,Why can't I add to cart?
90,wishlist_cart,wishlist_cart,Can I save items for later?
91,wishlist_cart,wishlist_cart,How do I add to wishlist?
92,wishlist_cart,wishlist_cart,Why can't I add to cart?
93,wishlist_cart,wishlist_cart,Can I save items for later?
94,wishlist_cart,wishlist_cart,How do I add to wishlist?
95,wishlist_cart,wishlist_cart,Why can't I add to cart?
96,wishlist_cart,wishlist_cart,Can I save items for later?
97,wishlist_cart,wishlist_cart,How do I add to wishlist?
98,wishlist_cart,wishlist_cart,Why can't I add to cart?
99,wishlist_cart,wishlist_cart,Can I save items for later?
100,wishlist_cart,wishlist_cart,How do I add to wishlist?
